,the,and,a,to,I,of,,was,is,for,in,it,with,that,but,on,my,The,have,you,not,they,are,at,this,we,be,had,were,so,as,like,place,or,just,out,from,there,me,their,food,all,very,our,an,one,great,get,good,up,about,if,would,more,when,has,some,which,go,been,what,can,here,really,It,it's,by,They,time,your,no,other,will,also,love,We,service,back,only,-,because,than,even,I'm,little,got,don't,do,too,them,I've,didn't,could,going,This,she,us,much,My,always,class
0,0.0005755947812739831,0.0002337540906965872,0.0011638056444573757,0.0,0.0006925207756232687,0.00047596382674916705,0.0,0.0009876543209876543,0.0005889281507656066,0.001389854065323141,0.001463057790782736,0.0,0.0,0.0018726591760299626,0.0,0.001098901098901099,0.0,0.0035971223021582736,0.0,0.002607561929595828,0.0,0.0,0.0,0.001567398119122257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0.0,0.0,0.0,0.0,0.0,0.0029069767441860465,0.0,0.0029498525073746312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003278688524590164,0.0,0.0,0.0,0.007017543859649123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.006134969325153374,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0
1,0.0001918649270913277,0.0002337540906965872,0.0002909514111143439,0.00033534540576794097,0.001038781163434903,0.00047596382674916705,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001199040767386091,0.0025673940949935813,0.001303780964797914,0.0,0.0,0.0015384615384615385,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058997050147492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0032679738562091504,0.0,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.003968253968253968,0.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,1
2,0.0,0.0004675081813931744,0.0,0.00033534540576794097,0.0,0.0,0.0,0.0,0.0,0.0,0.000731528895391368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001303780964797914,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0018484288354898336,0.00186219739292365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.0009593246354566385,0.0016362786348761104,0.0011638056444573757,0.002012072434607646,0.0034626038781163434,0.0,0.0,0.0014814814814814814,0.0,0.0020847810979847115,0.0021945866861741038,0.0008305647840531562,0.002575107296137339,0.0,0.003061224489795918,0.0,0.003424657534246575,0.001199040767386091,0.0012836970474967907,0.003911342894393742,0.002785515320334262,0.0014925373134328358,0.0015384615384615385,0.0,0.001594896331738437,0.0,0.0017482517482517483,0.0073937153419593345,0.0,0.0,0.0,0.0,0.0049382716049382715,0.002531645569620253,0.0,0.0,0.0,0.0029069767441860465,0.0058997050147492625,0.0058997050147492625,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.003278688524590164,0.0,0.003401360544217687,0.0,0.0,0.003745318352059925,0.0037593984962406013,0.0,0.0,0.0,0.0,0.003968253968253968,0.003968253968253968,0.007936507936507936,0.0,0.008032128514056224,0.0,0.0,0.0,0.0,0.0,0.00423728813559322,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.004975124378109453,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.01092896174863388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0
4,0.0,0.0004675081813931744,0.0002909514111143439,0.00033534540576794097,0.0,0.0,0.0,0.0,0.001177856301531213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001199040767386091,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.001594896331738437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,0.0,0.0,0.0014547570555717194,0.00033534540576794097,0.00034626038781163435,0.0,0.0,0.0009876543209876543,0.001177856301531213,0.0,0.000731528895391368,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.002398081534772182,0.0,0.001303780964797914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049382716049382715,0.0,0.0,0.0,0.002849002849002849,0.0029069767441860465,0.0029498525073746312,0.0029498525073746312,0.0029585798816568047,0.0,0.0,0.0,0.0,0.003257328990228013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.012269938650306749,0.012345679012345678,0.0,0.0,0.0,0.0,0
6,0.001343054489639294,0.0002337540906965872,0.0005819028222286878,0.002012072434607646,0.002077562326869806,0.0,0.0,0.0,0.002355712603062426,0.0020847810979847115,0.000731528895391368,0.0016611295681063123,0.0,0.0,0.0,0.002197802197802198,0.00228310502283105,0.001199040767386091,0.0025673940949935813,0.009126466753585397,0.004178272980501393,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.002127659574468085,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0029585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.003278688524590164,0.003367003367003367,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.0,0.003861003861003861,0.0,0.011904761904761904,0.0,0.003968253968253968,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.004694835680751174,0.0,0.0,0.0,0.0049504950495049506,0.0,0.005,0.0,0.005,0.005235602094240838,0.005319148936170213,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,0.0005755947812739831,0.0023375409069658717,0.0017457084666860634,0.001006036217303823,0.001038781163434903,0.0019038553069966682,0.0,0.0044444444444444444,0.001177856301531213,0.001389854065323141,0.001463057790782736,0.0024916943521594683,0.0008583690987124463,0.0028089887640449437,0.004081632653061225,0.0,0.0045662100456621,0.0035971223021582736,0.0,0.002607561929595828,0.001392757660167131,0.0029850746268656717,0.0,0.001567398119122257,0.001594896331738437,0.00333889816360601,0.0017482517482517483,0.0036968576709796672,0.00558659217877095,0.005639097744360902,0.0,0.0,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.013071895424836602,0.0,0.0,0.0,0.003484320557491289,0.0,0.0,0.0,0.0,0.003861003861003861,0.0,0.003937007874015748,0.0,0.003968253968253968,0.0,0.0,0.004016064257028112,0.0,0.0,0.0,0.0041841004184100415,0.00423728813559322,0.0,0.0,0.0,0.0,0.004694835680751174,0.009433962264150943,0.0,0.00980392156862745,0.009900990099009901,0.0,0.005,0.005,0.0,0.0,0.005319148936170213,0.005434782608695652,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.006134969325153374,0.0,0.0,0.006172839506172839,0.00625,0.0,0.0,0.0,1
8,0.0003837298541826554,0.0004675081813931744,0.0002909514111143439,0.00033534540576794097,0.0,0.0,0.0,0.0,0.0,0.0006949270326615705,0.0,0.0016611295681063123,0.0,0.0,0.0010204081632653062,0.0,0.0,0.0,0.0,0.002607561929595828,0.001392757660167131,0.0014925373134328358,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0024691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746312,0.0029585798816568047,0.0,0.0,0.0,0.0031545741324921135,0.0,0.0,0.006557377049180328,0.0,0.0,0.0,0.0035087719298245615,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0064516129032258064,1
9,0.0009593246354566385,0.0004675081813931744,0.0008728542333430317,0.00335345405767941,0.0,0.00047596382674916705,0.0,0.0004938271604938272,0.001177856301531213,0.0006949270326615705,0.001463057790782736,0.0008305647840531562,0.0,0.0018726591760299626,0.0,0.0,0.001141552511415525,0.0,0.0025673940949935813,0.010430247718383311,0.001392757660167131,0.0029850746268656717,0.0015384615384615385,0.001567398119122257,0.0,0.001669449081803005,0.005244755244755245,0.0,0.0,0.0,0.0,0.0,0.0,0.005063291139240506,0.0053475935828877,0.0,0.0,0.0029069767441860465,0.0029498525073746312,0.0029498525073746312,0.0,0.0,0.0,0.0,0.006309148264984227,0.0,0.0,0.003278688524590164,0.0,0.0,0.0,0.010526315789473684,0.003745318352059925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.0,0.004081632653061225,0.0,0.0041841004184100415,0.00423728813559322,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0
